,close_time
28128,2021-05-04 10:29:59.999
28129,2021-05-04 10:59:59.999
28130,2021-05-04 11:29:59.999
28131,2021-05-04 11:59:59.999
28132,2021-05-04 12:29:59.999
28133,2021-05-04 12:59:59.999
28134,2021-05-04 13:29:59.999
28135,2021-05-04 13:59:59.999
28136,2021-05-04 14:29:59.999
28137,2021-05-04 14:59:59.999
28138,2021-05-04 15:29:59.999
28139,2021-05-04 15:59:59.999
28140,2021-05-04 16:29:59.999
28141,2021-05-04 16:59:59.999
28142,2021-05-04 17:29:59.999
28143,2021-05-04 17:59:59.999
28144,2021-05-04 18:29:59.999
28145,2021-05-04 18:59:59.999
28146,2021-05-04 19:29:59.999
28147,2021-05-04 19:59:59.999
28148,2021-05-04 20:29:59.999
28149,2021-05-04 20:59:59.999
28150,2021-05-04 21:29:59.999
28151,2021-05-04 21:59:59.999
28152,2021-05-04 22:29:59.999
28153,2021-05-04 22:59:59.999
28154,2021-05-04 23:29:59.999
28155,2021-05-04 23:59:59.999
28156,2021-05-05 00:29:59.999
28157,2021-05-05 00:59:59.999
28158,2021-05-05 01:29:59.999
28159,2021-05-05 01:59:59.999
28160,2021-05-05 02:29:59.999
28161,2021-05-05 02:59:59.999
28162,2021-05-05 03:29:59.999
28163,2021-05-05 03:59:59.999
28164,2021-05-05 04:29:59.999
28165,2021-05-05 04:59:59.999
28166,2021-05-05 05:29:59.999
28167,2021-05-05 05:59:59.999
28168,2021-05-05 06:29:59.999
28169,2021-05-05 06:59:59.999
28170,2021-05-05 07:29:59.999
28171,2021-05-05 07:59:59.999
28172,2021-05-05 08:29:59.999
28173,2021-05-05 08:59:59.999
28174,2021-05-05 09:29:59.999
28175,2021-05-05 09:59:59.999
28176,2021-05-05 10:29:59.999
28177,2021-05-05 10:59:59.999
28178,2021-05-05 11:29:59.999
28179,2021-05-05 11:59:59.999
28180,2021-05-05 12:29:59.999
28181,2021-05-05 12:59:59.999
28182,2021-05-05 13:29:59.999
28183,2021-05-05 13:59:59.999
28184,2021-05-05 14:29:59.999
28185,2021-05-05 14:59:59.999
28186,2021-05-05 15:29:59.999
28187,2021-05-05 15:59:59.999
28188,2021-05-05 16:29:59.999
28189,2021-05-05 16:59:59.999
28190,2021-05-05 17:29:59.999
28191,2021-05-05 17:59:59.999
28192,2021-05-05 18:29:59.999
28193,2021-05-05 18:59:59.999
28194,2021-05-05 19:29:59.999
28195,2021-05-05 19:59:59.999
28196,2021-05-05 20:29:59.999
28197,2021-05-05 20:59:59.999
28198,2021-05-05 21:29:59.999
28199,2021-05-05 21:59:59.999
28200,2021-05-05 22:29:59.999
28201,2021-05-05 22:59:59.999
28202,2021-05-05 23:29:59.999
28203,2021-05-05 23:59:59.999
28204,2021-05-06 00:29:59.999
28205,2021-05-06 00:59:59.999
28206,2021-05-06 01:29:59.999
28207,2021-05-06 01:59:59.999
28208,2021-05-06 02:29:59.999
28209,2021-05-06 02:59:59.999
28210,2021-05-06 03:29:59.999
28211,2021-05-06 03:59:59.999
28212,2021-05-06 04:29:59.999
28213,2021-05-06 04:59:59.999
28214,2021-05-06 05:29:59.999
28215,2021-05-06 05:59:59.999
28216,2021-05-06 06:29:59.999
28217,2021-05-06 06:59:59.999
28218,2021-05-06 07:29:59.999
28219,2021-05-06 07:59:59.999
28220,2021-05-06 08:29:59.999
28221,2021-05-06 08:59:59.999
28222,2021-05-06 09:29:59.999
28223,2021-05-06 09:59:59.999
28224,2021-05-06 10:29:59.999
28225,2021-05-06 10:59:59.999
28226,2021-05-06 11:29:59.999
28227,2021-05-06 11:59:59.999
28228,2021-05-06 12:29:59.999
28229,2021-05-06 12:59:59.999
28230,2021-05-06 13:29:59.999
28231,2021-05-06 13:59:59.999
28232,2021-05-06 14:29:59.999
28233,2021-05-06 14:59:59.999
28234,2021-05-06 15:29:59.999
28235,2021-05-06 15:59:59.999
28236,2021-05-06 16:29:59.999
28237,2021-05-06 16:59:59.999
28238,2021-05-06 17:29:59.999
28239,2021-05-06 17:59:59.999
28240,2021-05-06 18:29:59.999
28241,2021-05-06 18:59:59.999
28242,2021-05-06 19:29:59.999
28243,2021-05-06 19:59:59.999
28244,2021-05-06 20:29:59.999
28245,2021-05-06 20:59:59.999
28246,2021-05-06 21:29:59.999
28247,2021-05-06 21:59:59.999
28248,2021-05-06 22:29:59.999
28249,2021-05-06 22:59:59.999
28250,2021-05-06 23:29:59.999
28251,2021-05-06 23:59:59.999
28252,2021-05-07 00:29:59.999
28253,2021-05-07 00:59:59.999
28254,2021-05-07 01:29:59.999
28255,2021-05-07 01:59:59.999
28256,2021-05-07 02:29:59.999
28257,2021-05-07 02:59:59.999
28258,2021-05-07 03:29:59.999
28259,2021-05-07 03:59:59.999
28260,2021-05-07 04:29:59.999
28261,2021-05-07 04:59:59.999
28262,2021-05-07 05:29:59.999
28263,2021-05-07 05:59:59.999
28264,2021-05-07 06:29:59.999
28265,2021-05-07 06:59:59.999
28266,2021-05-07 07:29:59.999
28267,2021-05-07 07:59:59.999
28268,2021-05-07 08:29:59.999
28269,2021-05-07 08:59:59.999
28270,2021-05-07 09:29:59.999
28271,2021-05-07 09:59:59.999
28272,2021-05-07 10:29:59.999
28273,2021-05-07 10:59:59.999
28274,2021-05-07 11:29:59.999
28275,2021-05-07 11:59:59.999
28276,2021-05-07 12:29:59.999
28277,2021-05-07 12:59:59.999
28278,2021-05-07 13:29:59.999
28279,2021-05-07 13:59:59.999
28280,2021-05-07 14:29:59.999
28281,2021-05-07 14:59:59.999
28282,2021-05-07 15:29:59.999
28283,2021-05-07 15:59:59.999
28284,2021-05-07 16:29:59.999
28285,2021-05-07 16:59:59.999
28286,2021-05-07 17:29:59.999
28287,2021-05-07 17:59:59.999
28288,2021-05-07 18:29:59.999
28289,2021-05-07 18:59:59.999
28290,2021-05-07 19:29:59.999
28291,2021-05-07 19:59:59.999
28292,2021-05-07 20:29:59.999
28293,2021-05-07 20:59:59.999
28294,2021-05-07 21:29:59.999
28295,2021-05-07 21:59:59.999
28296,2021-05-07 22:29:59.999
28297,2021-05-07 22:59:59.999
28298,2021-05-07 23:29:59.999
28299,2021-05-07 23:59:59.999
28300,2021-05-08 00:29:59.999
28301,2021-05-08 00:59:59.999
28302,2021-05-08 01:29:59.999
28303,2021-05-08 01:59:59.999
28304,2021-05-08 02:29:59.999
28305,2021-05-08 02:59:59.999
28306,2021-05-08 03:29:59.999
28307,2021-05-08 03:59:59.999
28308,2021-05-08 04:29:59.999
28309,2021-05-08 04:59:59.999
28310,2021-05-08 05:29:59.999
28311,2021-05-08 05:59:59.999
28312,2021-05-08 06:29:59.999
28313,2021-05-08 06:59:59.999
28314,2021-05-08 07:29:59.999
28315,2021-05-08 07:59:59.999
28316,2021-05-08 08:29:59.999
28317,2021-05-08 08:59:59.999
28318,2021-05-08 09:29:59.999
28319,2021-05-08 09:59:59.999
28320,2021-05-08 10:29:59.999
28321,2021-05-08 10:59:59.999
28322,2021-05-08 11:29:59.999
28323,2021-05-08 11:59:59.999
28324,2021-05-08 12:29:59.999
28325,2021-05-08 12:59:59.999
28326,2021-05-08 13:29:59.999
28327,2021-05-08 13:59:59.999
28328,2021-05-08 14:29:59.999
28329,2021-05-08 14:59:59.999
28330,2021-05-08 15:29:59.999
28331,2021-05-08 15:59:59.999
28332,2021-05-08 16:29:59.999
28333,2021-05-08 16:59:59.999
28334,2021-05-08 17:29:59.999
28335,2021-05-08 17:59:59.999
28336,2021-05-08 18:29:59.999
28337,2021-05-08 18:59:59.999
28338,2021-05-08 19:29:59.999
28339,2021-05-08 19:59:59.999
28340,2021-05-08 20:29:59.999
28341,2021-05-08 20:59:59.999
28342,2021-05-08 21:29:59.999
28343,2021-05-08 21:59:59.999
28344,2021-05-08 22:29:59.999
28345,2021-05-08 22:59:59.999
28346,2021-05-08 23:29:59.999
28347,2021-05-08 23:59:59.999
28348,2021-05-09 00:29:59.999
28349,2021-05-09 00:59:59.999
28350,2021-05-09 01:29:59.999
28351,2021-05-09 01:59:59.999
28352,2021-05-09 02:29:59.999
28353,2021-05-09 02:59:59.999
28354,2021-05-09 03:29:59.999
28355,2021-05-09 03:59:59.999
28356,2021-05-09 04:29:59.999
28357,2021-05-09 04:59:59.999
28358,2021-05-09 05:29:59.999
28359,2021-05-09 05:59:59.999
28360,2021-05-09 06:29:59.999
28361,2021-05-09 06:59:59.999
28362,2021-05-09 07:29:59.999
28363,2021-05-09 07:59:59.999
28364,2021-05-09 08:29:59.999
28365,2021-05-09 08:59:59.999
28366,2021-05-09 09:29:59.999
28367,2021-05-09 09:59:59.999
28368,2021-05-09 10:29:59.999
28369,2021-05-09 10:59:59.999
28370,2021-05-09 11:29:59.999
28371,2021-05-09 11:59:59.999
28372,2021-05-09 12:29:59.999
28373,2021-05-09 12:59:59.999
28374,2021-05-09 13:29:59.999
28375,2021-05-09 13:59:59.999
28376,2021-05-09 14:29:59.999
28377,2021-05-09 14:59:59.999
28378,2021-05-09 15:29:59.999
28379,2021-05-09 15:59:59.999
28380,2021-05-09 16:29:59.999
28381,2021-05-09 16:59:59.999
28382,2021-05-09 17:29:59.999
28383,2021-05-09 17:59:59.999
28384,2021-05-09 18:29:59.999
28385,2021-05-09 18:59:59.999
28386,2021-05-09 19:29:59.999
28387,2021-05-09 19:59:59.999
28388,2021-05-09 20:29:59.999
28389,2021-05-09 20:59:59.999
28390,2021-05-09 21:29:59.999
28391,2021-05-09 21:59:59.999
28392,2021-05-09 22:29:59.999
28393,2021-05-09 22:59:59.999
28394,2021-05-09 23:29:59.999
28395,2021-05-09 23:59:59.999
28396,2021-05-10 00:29:59.999
28397,2021-05-10 00:59:59.999
28398,2021-05-10 01:29:59.999
28399,2021-05-10 01:59:59.999
28400,2021-05-10 02:29:59.999
28401,2021-05-10 02:59:59.999
28402,2021-05-10 03:29:59.999
28403,2021-05-10 03:59:59.999
28404,2021-05-10 04:29:59.999
28405,2021-05-10 04:59:59.999
28406,2021-05-10 05:29:59.999
28407,2021-05-10 05:59:59.999
28408,2021-05-10 06:29:59.999
28409,2021-05-10 06:59:59.999
28410,2021-05-10 07:29:59.999
28411,2021-05-10 07:59:59.999
28412,2021-05-10 08:29:59.999
28413,2021-05-10 08:59:59.999
28414,2021-05-10 09:29:59.999
28415,2021-05-10 09:59:59.999
28416,2021-05-10 10:29:59.999
28417,2021-05-10 10:59:59.999
28418,2021-05-10 11:29:59.999
28419,2021-05-10 11:59:59.999
28420,2021-05-10 12:29:59.999
28421,2021-05-10 12:59:59.999
28422,2021-05-10 13:29:59.999
28423,2021-05-10 13:59:59.999
28424,2021-05-10 14:29:59.999
28425,2021-05-10 14:59:59.999
28426,2021-05-10 15:29:59.999
28427,2021-05-10 15:59:59.999
28428,2021-05-10 16:29:59.999
28429,2021-05-10 16:59:59.999
28430,2021-05-10 17:29:59.999
28431,2021-05-10 17:59:59.999
28432,2021-05-10 18:29:59.999
28433,2021-05-10 18:59:59.999
28434,2021-05-10 19:29:59.999
28435,2021-05-10 19:59:59.999
28436,2021-05-10 20:29:59.999
28437,2021-05-10 20:59:59.999
28438,2021-05-10 21:29:59.999
28439,2021-05-10 21:59:59.999
28440,2021-05-10 22:29:59.999
28441,2021-05-10 22:59:59.999
28442,2021-05-10 23:29:59.999
28443,2021-05-10 23:59:59.999
28444,2021-05-11 00:29:59.999
28445,2021-05-11 00:59:59.999
28446,2021-05-11 01:29:59.999
28447,2021-05-11 01:59:59.999
28448,2021-05-11 02:29:59.999
28449,2021-05-11 02:59:59.999
28450,2021-05-11 03:29:59.999
28451,2021-05-11 03:59:59.999
28452,2021-05-11 04:29:59.999
28453,2021-05-11 04:59:59.999
28454,2021-05-11 05:29:59.999
28455,2021-05-11 05:59:59.999
28456,2021-05-11 06:29:59.999
28457,2021-05-11 06:59:59.999
28458,2021-05-11 07:29:59.999
28459,2021-05-11 07:59:59.999
28460,2021-05-11 08:29:59.999
28461,2021-05-11 08:59:59.999
28462,2021-05-11 09:29:59.999
28463,2021-05-11 09:59:59.999
28464,2021-05-11 10:29:59.999
28465,2021-05-11 10:59:59.999
28466,2021-05-11 11:29:59.999
28467,2021-05-11 11:59:59.999
28468,2021-05-11 12:29:59.999
28469,2021-05-11 12:59:59.999
28470,2021-05-11 13:29:59.999
28471,2021-05-11 13:59:59.999
28472,2021-05-11 14:29:59.999
28473,2021-05-11 14:59:59.999
28474,2021-05-11 15:29:59.999
28475,2021-05-11 15:59:59.999
28476,2021-05-11 16:29:59.999
28477,2021-05-11 16:59:59.999
28478,2021-05-11 17:29:59.999
28479,2021-05-11 17:59:59.999
28480,2021-05-11 18:29:59.999
28481,2021-05-11 18:59:59.999
28482,2021-05-11 19:29:59.999
28483,2021-05-11 19:59:59.999
28484,2021-05-11 20:29:59.999
28485,2021-05-11 20:59:59.999
28486,2021-05-11 21:29:59.999
28487,2021-05-11 21:59:59.999
28488,2021-05-11 22:29:59.999
28489,2021-05-11 22:59:59.999
28490,2021-05-11 23:29:59.999
28491,2021-05-11 23:59:59.999
28492,2021-05-12 00:29:59.999
28493,2021-05-12 00:59:59.999
28494,2021-05-12 01:29:59.999
28495,2021-05-12 01:59:59.999
28496,2021-05-12 02:29:59.999
28497,2021-05-12 02:59:59.999
28498,2021-05-12 03:29:59.999
28499,2021-05-12 03:59:59.999
28500,2021-05-12 04:29:59.999
28501,2021-05-12 04:59:59.999
28502,2021-05-12 05:29:59.999
28503,2021-05-12 05:59:59.999
28504,2021-05-12 06:29:59.999
28505,2021-05-12 06:59:59.999
28506,2021-05-12 07:29:59.999
28507,2021-05-12 07:59:59.999
28508,2021-05-12 08:29:59.999
28509,2021-05-12 08:59:59.999
28510,2021-05-12 09:29:59.999
28511,2021-05-12 09:59:59.999
28512,2021-05-12 10:29:59.999
28513,2021-05-12 10:59:59.999
28514,2021-05-12 11:29:59.999
28515,2021-05-12 11:59:59.999
28516,2021-05-12 12:29:59.999
28517,2021-05-12 12:59:59.999
28518,2021-05-12 13:29:59.999
28519,2021-05-12 13:59:59.999
28520,2021-05-12 14:29:59.999
28521,2021-05-12 14:59:59.999
28522,2021-05-12 15:29:59.999
28523,2021-05-12 15:59:59.999
28524,2021-05-12 16:29:59.999
28525,2021-05-12 16:59:59.999
28526,2021-05-12 17:29:59.999
28527,2021-05-12 17:59:59.999
28528,2021-05-12 18:29:59.999
28529,2021-05-12 18:59:59.999
28530,2021-05-12 19:29:59.999
28531,2021-05-12 19:59:59.999
28532,2021-05-12 20:29:59.999
28533,2021-05-12 20:59:59.999
28534,2021-05-12 21:29:59.999
28535,2021-05-12 21:59:59.999
28536,2021-05-12 22:29:59.999
28537,2021-05-12 22:59:59.999
28538,2021-05-12 23:29:59.999
28539,2021-05-12 23:59:59.999
28540,2021-05-13 00:29:59.999
28541,2021-05-13 00:59:59.999
28542,2021-05-13 01:29:59.999
28543,2021-05-13 01:59:59.999
28544,2021-05-13 02:29:59.999
28545,2021-05-13 02:59:59.999
28546,2021-05-13 03:29:59.999
28547,2021-05-13 03:59:59.999
28548,2021-05-13 04:29:59.999
28549,2021-05-13 04:59:59.999
28550,2021-05-13 05:29:59.999
28551,2021-05-13 05:59:59.999
28552,2021-05-13 06:29:59.999
28553,2021-05-13 06:59:59.999
28554,2021-05-13 07:29:59.999
28555,2021-05-13 07:59:59.999
28556,2021-05-13 08:29:59.999
28557,2021-05-13 08:59:59.999
28558,2021-05-13 09:29:59.999
28559,2021-05-13 09:59:59.999
28560,2021-05-13 10:29:59.999
28561,2021-05-13 10:59:59.999
28562,2021-05-13 11:29:59.999
28563,2021-05-13 11:59:59.999
28564,2021-05-13 12:29:59.999
28565,2021-05-13 12:59:59.999
28566,2021-05-13 13:29:59.999
28567,2021-05-13 13:59:59.999
28568,2021-05-13 14:29:59.999
28569,2021-05-13 14:59:59.999
28570,2021-05-13 15:29:59.999
28571,2021-05-13 15:59:59.999
28572,2021-05-13 16:29:59.999
28573,2021-05-13 16:59:59.999
28574,2021-05-13 17:29:59.999
28575,2021-05-13 17:59:59.999
28576,2021-05-13 18:29:59.999
28577,2021-05-13 18:59:59.999
28578,2021-05-13 19:29:59.999
28579,2021-05-13 19:59:59.999
28580,2021-05-13 20:29:59.999
28581,2021-05-13 20:59:59.999
28582,2021-05-13 21:29:59.999
28583,2021-05-13 21:59:59.999
28584,2021-05-13 22:29:59.999
28585,2021-05-13 22:59:59.999
28586,2021-05-13 23:29:59.999
28587,2021-05-13 23:59:59.999
28588,2021-05-14 00:29:59.999
28589,2021-05-14 00:59:59.999
28590,2021-05-14 01:29:59.999
28591,2021-05-14 01:59:59.999
28592,2021-05-14 02:29:59.999
28593,2021-05-14 02:59:59.999
28594,2021-05-14 03:29:59.999
28595,2021-05-14 03:59:59.999
28596,2021-05-14 04:29:59.999
28597,2021-05-14 04:59:59.999
28598,2021-05-14 05:29:59.999
28599,2021-05-14 05:59:59.999
28600,2021-05-14 06:29:59.999
28601,2021-05-14 06:59:59.999
28602,2021-05-14 07:29:59.999
28603,2021-05-14 07:59:59.999
28604,2021-05-14 08:29:59.999
28605,2021-05-14 08:59:59.999
28606,2021-05-14 09:29:59.999
28607,2021-05-14 09:59:59.999
28608,2021-05-14 10:29:59.999
28609,2021-05-14 10:59:59.999
28610,2021-05-14 11:29:59.999
28611,2021-05-14 11:59:59.999
28612,2021-05-14 12:29:59.999
28613,2021-05-14 12:59:59.999
28614,2021-05-14 13:29:59.999
28615,2021-05-14 13:59:59.999
28616,2021-05-14 14:29:59.999
28617,2021-05-14 14:59:59.999
28618,2021-05-14 15:29:59.999
28619,2021-05-14 15:59:59.999
28620,2021-05-14 16:29:59.999
28621,2021-05-14 16:59:59.999
28622,2021-05-14 17:29:59.999
28623,2021-05-14 17:59:59.999
28624,2021-05-14 18:29:59.999
28625,2021-05-14 18:59:59.999
28626,2021-05-14 19:29:59.999
28627,2021-05-14 19:59:59.999
28628,2021-05-14 20:29:59.999
28629,2021-05-14 20:59:59.999
28630,2021-05-14 21:29:59.999
28631,2021-05-14 21:59:59.999
28632,2021-05-14 22:29:59.999
28633,2021-05-14 22:59:59.999
28634,2021-05-14 23:29:59.999
28635,2021-05-14 23:59:59.999
28636,2021-05-15 00:29:59.999
28637,2021-05-15 00:59:59.999
28638,2021-05-15 01:29:59.999
28639,2021-05-15 01:59:59.999
28640,2021-05-15 02:29:59.999
28641,2021-05-15 02:59:59.999
28642,2021-05-15 03:29:59.999
28643,2021-05-15 03:59:59.999
28644,2021-05-15 04:29:59.999
28645,2021-05-15 04:59:59.999
28646,2021-05-15 05:29:59.999
28647,2021-05-15 05:59:59.999
28648,2021-05-15 06:29:59.999
28649,2021-05-15 06:59:59.999
28650,2021-05-15 07:29:59.999
28651,2021-05-15 07:59:59.999
28652,2021-05-15 08:29:59.999
28653,2021-05-15 08:59:59.999
28654,2021-05-15 09:29:59.999
28655,2021-05-15 09:59:59.999
28656,2021-05-15 10:29:59.999
28657,2021-05-15 10:59:59.999
28658,2021-05-15 11:29:59.999
28659,2021-05-15 11:59:59.999
28660,2021-05-15 12:29:59.999
28661,2021-05-15 12:59:59.999
28662,2021-05-15 13:29:59.999
28663,2021-05-15 13:59:59.999
28664,2021-05-15 14:29:59.999
28665,2021-05-15 14:59:59.999
28666,2021-05-15 15:29:59.999
28667,2021-05-15 15:59:59.999
28668,2021-05-15 16:29:59.999
28669,2021-05-15 16:59:59.999
28670,2021-05-15 17:29:59.999
28671,2021-05-15 17:59:59.999
28672,2021-05-15 18:29:59.999
28673,2021-05-15 18:59:59.999
28674,2021-05-15 19:29:59.999
28675,2021-05-15 19:59:59.999
28676,2021-05-15 20:29:59.999
28677,2021-05-15 20:59:59.999
28678,2021-05-15 21:29:59.999
28679,2021-05-15 21:59:59.999
28680,2021-05-15 22:29:59.999
28681,2021-05-15 22:59:59.999
28682,2021-05-15 23:29:59.999
28683,2021-05-15 23:59:59.999
28684,2021-05-16 00:29:59.999
28685,2021-05-16 00:59:59.999
28686,2021-05-16 01:29:59.999
28687,2021-05-16 01:59:59.999
28688,2021-05-16 02:29:59.999
28689,2021-05-16 02:59:59.999
28690,2021-05-16 03:29:59.999
28691,2021-05-16 03:59:59.999
28692,2021-05-16 04:29:59.999
28693,2021-05-16 04:59:59.999
28694,2021-05-16 05:29:59.999
28695,2021-05-16 05:59:59.999
28696,2021-05-16 06:29:59.999
28697,2021-05-16 06:59:59.999
28698,2021-05-16 07:29:59.999
28699,2021-05-16 07:59:59.999
28700,2021-05-16 08:29:59.999
28701,2021-05-16 08:59:59.999
28702,2021-05-16 09:29:59.999
28703,2021-05-16 09:59:59.999
28704,2021-05-16 10:29:59.999
28705,2021-05-16 10:59:59.999
28706,2021-05-16 11:29:59.999
28707,2021-05-16 11:59:59.999
28708,2021-05-16 12:29:59.999
28709,2021-05-16 12:59:59.999
28710,2021-05-16 13:29:59.999
28711,2021-05-16 13:59:59.999
28712,2021-05-16 14:29:59.999
28713,2021-05-16 14:59:59.999
28714,2021-05-16 15:29:59.999
28715,2021-05-16 15:59:59.999
28716,2021-05-16 16:29:59.999
28717,2021-05-16 16:59:59.999
28718,2021-05-16 17:29:59.999
28719,2021-05-16 17:59:59.999
28720,2021-05-16 18:29:59.999
28721,2021-05-16 18:59:59.999
28722,2021-05-16 19:29:59.999
28723,2021-05-16 19:59:59.999
28724,2021-05-16 20:29:59.999
28725,2021-05-16 20:59:59.999
28726,2021-05-16 21:29:59.999
28727,2021-05-16 21:59:59.999
28728,2021-05-16 22:29:59.999
28729,2021-05-16 22:59:59.999
28730,2021-05-16 23:29:59.999
28731,2021-05-16 23:59:59.999
28732,2021-05-17 00:29:59.999
28733,2021-05-17 00:59:59.999
28734,2021-05-17 01:29:59.999
28735,2021-05-17 01:59:59.999
28736,2021-05-17 02:29:59.999
28737,2021-05-17 02:59:59.999
28738,2021-05-17 03:29:59.999
28739,2021-05-17 03:59:59.999
28740,2021-05-17 04:29:59.999
28741,2021-05-17 04:59:59.999
28742,2021-05-17 05:29:59.999
28743,2021-05-17 05:59:59.999
28744,2021-05-17 06:29:59.999
28745,2021-05-17 06:59:59.999
28746,2021-05-17 07:29:59.999
28747,2021-05-17 07:59:59.999
28748,2021-05-17 08:29:59.999
28749,2021-05-17 08:59:59.999
28750,2021-05-17 09:29:59.999
28751,2021-05-17 09:59:59.999
28752,2021-05-17 10:29:59.999
28753,2021-05-17 10:59:59.999
28754,2021-05-17 11:29:59.999
28755,2021-05-17 11:59:59.999
28756,2021-05-17 12:29:59.999
28757,2021-05-17 12:59:59.999
28758,2021-05-17 13:29:59.999
28759,2021-05-17 13:59:59.999
28760,2021-05-17 14:29:59.999
28761,2021-05-17 14:59:59.999
28762,2021-05-17 15:29:59.999
28763,2021-05-17 15:59:59.999
28764,2021-05-17 16:29:59.999
28765,2021-05-17 16:59:59.999
28766,2021-05-17 17:29:59.999
28767,2021-05-17 17:59:59.999
28768,2021-05-17 18:29:59.999
28769,2021-05-17 18:59:59.999
28770,2021-05-17 19:29:59.999
28771,2021-05-17 19:59:59.999
28772,2021-05-17 20:29:59.999
28773,2021-05-17 20:59:59.999
28774,2021-05-17 21:29:59.999
28775,2021-05-17 21:59:59.999
28776,2021-05-17 22:29:59.999
28777,2021-05-17 22:59:59.999
28778,2021-05-17 23:29:59.999
28779,2021-05-17 23:59:59.999
28780,2021-05-18 00:29:59.999
28781,2021-05-18 00:59:59.999
28782,2021-05-18 01:29:59.999
28783,2021-05-18 01:59:59.999
28784,2021-05-18 02:29:59.999
28785,2021-05-18 02:59:59.999
28786,2021-05-18 03:29:59.999
28787,2021-05-18 03:59:59.999
28788,2021-05-18 04:29:59.999
28789,2021-05-18 04:59:59.999
28790,2021-05-18 05:29:59.999
28791,2021-05-18 05:59:59.999
28792,2021-05-18 06:29:59.999
28793,2021-05-18 06:59:59.999
28794,2021-05-18 07:29:59.999
28795,2021-05-18 07:59:59.999
28796,2021-05-18 08:29:59.999
28797,2021-05-18 08:59:59.999
28798,2021-05-18 09:29:59.999
28799,2021-05-18 09:59:59.999
28800,2021-05-18 10:29:59.999
28801,2021-05-18 10:59:59.999
28802,2021-05-18 11:29:59.999
28803,2021-05-18 11:59:59.999
28804,2021-05-18 12:29:59.999
28805,2021-05-18 12:59:59.999
28806,2021-05-18 13:29:59.999
28807,2021-05-18 13:59:59.999
28808,2021-05-18 14:29:59.999
28809,2021-05-18 14:59:59.999
28810,2021-05-18 15:29:59.999
28811,2021-05-18 15:59:59.999
28812,2021-05-18 16:29:59.999
28813,2021-05-18 16:59:59.999
28814,2021-05-18 17:29:59.999
28815,2021-05-18 17:59:59.999
28816,2021-05-18 18:29:59.999
28817,2021-05-18 18:59:59.999
28818,2021-05-18 19:29:59.999
28819,2021-05-18 19:59:59.999
28820,2021-05-18 20:29:59.999
28821,2021-05-18 20:59:59.999
28822,2021-05-18 21:29:59.999
28823,2021-05-18 21:59:59.999
28824,2021-05-18 22:29:59.999
28825,2021-05-18 22:59:59.999
28826,2021-05-18 23:29:59.999
28827,2021-05-18 23:59:59.999
28828,2021-05-19 00:29:59.999
28829,2021-05-19 00:59:59.999
28830,2021-05-19 01:29:59.999
28831,2021-05-19 01:59:59.999
28832,2021-05-19 02:29:59.999
28833,2021-05-19 02:59:59.999
28834,2021-05-19 03:29:59.999
28835,2021-05-19 03:59:59.999
28836,2021-05-19 04:29:59.999
28837,2021-05-19 04:59:59.999
28838,2021-05-19 05:29:59.999
28839,2021-05-19 05:59:59.999
28840,2021-05-19 06:29:59.999
28841,2021-05-19 06:59:59.999
28842,2021-05-19 07:29:59.999
28843,2021-05-19 07:59:59.999
28844,2021-05-19 08:29:59.999
28845,2021-05-19 08:59:59.999
28846,2021-05-19 09:29:59.999
28847,2021-05-19 09:59:59.999
28848,2021-05-19 10:29:59.999
28849,2021-05-19 10:59:59.999
28850,2021-05-19 11:29:59.999
28851,2021-05-19 11:59:59.999
28852,2021-05-19 12:29:59.999
28853,2021-05-19 12:59:59.999
28854,2021-05-19 13:29:59.999
28855,2021-05-19 13:59:59.999
28856,2021-05-19 14:29:59.999
28857,2021-05-19 14:59:59.999
28858,2021-05-19 15:29:59.999
28859,2021-05-19 15:59:59.999
28860,2021-05-19 16:29:59.999
28861,2021-05-19 16:59:59.999
28862,2021-05-19 17:29:59.999
28863,2021-05-19 17:59:59.999
28864,2021-05-19 18:29:59.999
28865,2021-05-19 18:59:59.999
28866,2021-05-19 19:29:59.999
28867,2021-05-19 19:59:59.999
28868,2021-05-19 20:29:59.999
28869,2021-05-19 20:59:59.999
28870,2021-05-19 21:29:59.999
28871,2021-05-19 21:59:59.999
28872,2021-05-19 22:29:59.999
28873,2021-05-19 22:59:59.999
28874,2021-05-19 23:29:59.999
28875,2021-05-19 23:59:59.999
28876,2021-05-20 00:29:59.999
28877,2021-05-20 00:59:59.999
28878,2021-05-20 01:29:59.999
28879,2021-05-20 01:59:59.999
28880,2021-05-20 02:29:59.999
28881,2021-05-20 02:59:59.999
28882,2021-05-20 03:29:59.999
28883,2021-05-20 03:59:59.999
28884,2021-05-20 04:29:59.999
28885,2021-05-20 04:59:59.999
28886,2021-05-20 05:29:59.999
28887,2021-05-20 05:59:59.999
28888,2021-05-20 06:29:59.999
28889,2021-05-20 06:59:59.999
28890,2021-05-20 07:29:59.999
28891,2021-05-20 07:59:59.999
28892,2021-05-20 08:29:59.999
28893,2021-05-20 08:59:59.999
28894,2021-05-20 09:29:59.999
28895,2021-05-20 09:59:59.999
28896,2021-05-20 10:29:59.999
28897,2021-05-20 10:59:59.999
28898,2021-05-20 11:29:59.999
28899,2021-05-20 11:59:59.999
28900,2021-05-20 12:29:59.999
28901,2021-05-20 12:59:59.999
28902,2021-05-20 13:29:59.999
28903,2021-05-20 13:59:59.999
28904,2021-05-20 14:29:59.999
